,id,text,user.id,user.location,polarity,subjectivity
14,911531892775751680,RT  nowaymay If you offer any money at all they will keep coming back for more  Brexit,268229118,United Kingdom,0.25,0.25
15,911531892456992768,Click HEREEU News EuropeUnionGossip Ronaldo wants Bale out Ozil set for Januar ,194119186,European Union,0.2,0.1
16,911531897775427584,RT  Tory councillor who abused Nicola Sturgeon and EuroMillions winners on Twitter barred from teaching indyref2 ,3104588470,Unknown,0.0,0.0
17,911531898865963008,RT  Council of Europe discussed UK breach in Human Rights this week played a big role in independence of Ireland ,219425028,United Kingdom,0.0,0.1
18,911531901235720192,RT  If peaceful Ipob call fr  BiafraReferendum means terrorthat means BrexitScotland amp Catalonia ref is a terror tooh,743847255040483328,Unknown,0.25,0.5
19,911531904364576768,RT  On InternationalDayofPeace 1 of our many star trainees uses FRA data to debunk myths about Muslims in the EU ,910808419807965184,United States,0.5,0.5
20,911531907854237697,We have an idea for you EU echo stop being a disaster amp we are not feeding it ,238989413,Unknown,0.0,0.0
21,911531913206214657,RT  UKIP is not the answer either They too are a spent force People need to learn to read the signs and understand mo ,745881151282253826,Unknown,-0.1,0.1
22,911531913701203968,RT  Wie kann die SPD einen EU Politiker als Kanzlerkanditat aufstellen Ist doch bekannt wer dort landet  ,891614388549021698,Unknown,0.0,0.0
23,911531917027287040,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,821246680712392704,Unknown,0.5,0.6
24,911531916985290752,RT USA Catalonia Independence Referendum 1Oct ReadyToVoteYES CatalonianReferendum CatalanReferendum ,781617782978928640,Unknown,0.0,0.0
25,911531917417369601,Brexit is dead TheresaMay sold out the electorate with transitional offers  We may as well stay in the EU Uk,2788933486,Unknown,-0.05,0.2
26,911531919065595905,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,862530230585483264,Unknown,0.5,0.6
27,911531919812304896,RT  We voted for Brexit  May We didnt expect to wait four years to get the result we voted for You are deliberat,707546304784769024,United Kingdom,0.0,0.0
28,911531919678083073,RT   MP Kate Hoey on a Russian statebacked propaganda channel to accuse the BBC of bias ,2737008614,Unknown,-0.05,0.05
29,911531921464872960,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,847731070254456832,Unknown,0.5,0.6
30,911531922064584705,FaroeIslands fish salmon steeped in the blood of slaughtered dolphins Why are you eating it OpKillingBay EU ,49299593,Unknown,0.0,0.0
31,911531922731552769,RT  Theresa May goes to Florence to give a speech on why it will become difficult and expensive for British people to go to,941423916,Unknown,-0.3333333333333333,0.5666666666666667
32,911531927152287744,RT  When international friends and colleagues ask me about Brexit ,3338466861,United Kingdom,0.0,0.0
33,911531935960387585,RT  She almost threw away the election Now she wants to throw away Brexit Might as well hand Boris Johnson the keys ,707546304784769024,United Kingdom,0.2,0.1
34,911531938556600320,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,882148460811517953,Unknown,0.5,0.6
35,911531942276927488,RT  In other words  May has given EU both arms and achieved nothing re further negotiationsSimply daft ,1114205983,United Kingdom,-0.0625,0.4375
36,911531947733733376,RT  Robin McAlpine Winners make decisions losers wait for things to happen  Referendum2018 ScotRef,39721831,United Kingdom,-0.2,0.2
37,911531949507928065,RT  Wow The things you learn from German papers on the FlorenceSpeech brexit ,2559195345,United Kingdom,0.05,0.5
38,911531951399546880,RT  A life wasted FaroeIslands did not need this whale but killed it anyway then threw it away OpKillingBay EU ,754574282,United Kingdom,-0.2,0.0
39,911531957103812608,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,821251989396856832,Unknown,0.5,0.6
40,911531959893024768,RT  Theresa May says The UKs never felt totally at home in the EU A nationalist treating people as a herdflorencesp,2443775600,United Kingdom,0.0,0.75
41,911531961348427776,RT  Speak for yourself May millions of us feel at home in the EU Its the extremists on the leftright who dont Brexit,2958605195,Unknown,0.0,0.0
42,911531962111860736,RT Hunyadi prof JuliaanvanAcker Het verrottingsproces van de EU Een utopie die onze krachten uitputEU Europa utopie,377262725,European Union,0.0,0.0
43,911531962376089601,RT  Whatever you think of Tony Blair hes right when he says Tory Brexit will result in a lowtax lowregulation and ,384363381,European Union,0.2857142857142857,0.5357142857142857
44,911531964775194624,RT  The  reports Number 10 invited European politicians of rank to Mays Florence speech but they all declined ,2559195345,United Kingdom,-0.4,0.45
45,911531965463109633,RT  Why are surprised that Brexit is being betrayed The clues were there ,707546304784769024,United Kingdom,0.1,0.9
46,911531966012456960, Because the BBC cant go against their biased EU agenda  stop the bbctax ,247937612,United States,0.0,0.0
47,911531966977191937,RT  Anyone remember me wasnt it a great idea to allow the morons of this country a vote on brexit ,3131047684,Unknown,0.0,0.875
48,911531969061801985,RT  Video Brexit is reversible says author of Brexit treatyBrexit StopBrexit Article50,2527305086,United Kingdom,0.0,0.0
49,911531971674886144,Time difference  Ireland EuropeDublin Sydney australia sydney australiasydney Sat  23 sept 2017 Europ ,4838520568,European Union,0.0,0.0
50,911531974346657792,RT   Ple suport de 129 batlles CatNordOccitnia als alcaldes de Catalunya sud i defensa de la celebraci ,229548551,Unknown,0.0,0.0
51,911531974979936256,Time difference  Ireland EuropeDublin Sydney australia sydney australiasydney Sat  23 sept 2017 Europ ,752393597576683520,United States,0.0,0.0
52,911531978524110848,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,889795786539548672,Unknown,0.5,0.6
53,911531981091016704,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,889436493562863616,Unknown,0.5,0.6
54,911531984886800384, Retweet amp Follow     oALBERTo             1905 FBA Europe,2643740437,United States,0.0,0.0
55,911531990154846208,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,864149718816784384,Unknown,0.5,0.6
56,911531991182520320,RT  All these online epetitions it gives the illusion of democracy The politicians just laugh at them Brexit ,65736802,Unknown,0.3,0.1
57,911531991660720129,RT  All these online epetitions it gives the illusion of democracy The politicians just laugh at them Brexit ,4860492595,United Kingdom,0.3,0.1
58,911531991186788353,RT  The  reports Number 10 invited European politicians of rank to Mays Florence speech but they all declined ,401638137,Unknown,-0.4,0.45
59,911531995393556481,RT  Brexit is dead in the water Now we need to find a way and the people to extract us from the quagmire caused by a Bulling,707546304784769024,United Kingdom,-0.2,0.4
60,911531997746647042,Even in death her calf stays with herPilot whales love family more than life OpKillingBay EU ,49299593,Unknown,0.5,0.55
61,911531999428521985,RT  Would a labour government have delivered Brexit by 2019  RETWEET amp VOTE yourvouce,2962791503,United Kingdom,0.0,0.0
62,911532002100355072,RT standing After MrsMays florencespeech Is her idea of Brexit what you voted for Please vote and retweet,2260397001,Unknown,0.0,0.0
63,911532014137958400,RT obruny Getting on with brexit  only May isnt Withdrawal talks stuck ,19037388,Unknown,0.0,1.0
64,911532015350099968,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,832076896456175616,Unknown,0.5,0.6
65,911532016780369921,RT Em YOUR FATE IS A HEROS JOURNEY Spotify GooglePlay Amazon UK USA Canada Japan VR Europe musician ,2587881720,Unknown,0.0,0.0
66,911532020764995584,RT  After Mays fluff amp fudge today we need  Petition Government must publish its Brexit ImpactRisk Assessments https,1433359952,Unknown,-0.1,0.3
67,911532021184204800,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,812203954662576128,Unknown,0.5,0.6
68,911532022509826048,FIGHTS LOSER LEAVE 2 FIGHTS THATD MAKE THE LOSER LEAVE TOWN 2 BREAKS LEG ,717551222505488386,Unknown,0.0,0.0
69,911532023600295937,RT  The latest issue of  hits the nail on the head Brexit ,27730269,United Kingdom,0.5,0.9
70,911532029606477824,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,885021643453628417,Unknown,0.5,0.6
71,911532030797770753,RT  Jacob ReesMogg MP  It has not been made clear whether in this implementation period we will still be subject to ,707546304784769024,United Kingdom,-0.03333333333333332,0.3583333333333333
72,911532034534903808,RT  Council of Europe discussed UK breach in Human Rights this week played a big role in independence of Ireland ,880874466393411585,United Kingdom,0.0,0.1
73,911532034962620416,RT  Lot of anger about BrexitBetrayalTory MPs need to listenThey need to remove the PM amp elect a LEAVE PM who will deli,2937800715,European Union,0.050000000000000044,0.55
74,911532036573192192,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,889745070861058050,Unknown,0.5,0.6
75,911532039693840384,RT  Tax for the many not the few Anas Sarwar admits previous shareholding in tax haven firm  indyre,843212132175020036,Unknown,-0.01666666666666667,0.29166666666666663
76,911532042046918656,RT  The  reports Number 10 invited European politicians of rank to Mays Florence speech but they all declined ,311969357,European Union,-0.4,0.45
77,911532042499784706,  como tu  Los calderones forman grupos familiares liderados por una matriarca OpKillingBay EU FaroeIslands,49299593,Unknown,0.0,0.0
78,911532052855558145,RT  Suport i comproms de 129 batlles CatNordOccitnia amb els alcaldes de Catalunya sud pel Referendum 1O,1647567072,European Union,0.0,0.0
79,911532063983128576,RT echo Education helps children in emergencies remain children EU is increasing funding to get more  back to school  ,2984266637,European Union,0.25,0.25
80,911532064222203904,RT  Perhaps if your Chancellor had done his job properly and prepared for every outcome from the ref it might have been ,3532648815,Unknown,0.0,0.1
81,911532068152147968,RT  Perhaps theres a chance of getting rid of her by means of a Vote of No Confidence Brexit,1080207836,United Kingdom,0.0,0.0
82,911532068047396864,RT  I hate the things May is saying to our European friends about how weve never felt at home in the EU Dont believe her Br,2567899126,United Kingdom,-0.4,0.45
83,911532069762760704,RT  Did Nigel Farage weaken our brexit hand by walking away from the UKIP leadershipPlease Retweet,2260397001,Unknown,0.0,0.0
84,911532071016857600,RT  If you think that the British people wont march on parliament Mrs May you are wrong we willyou are tactically stalling ,439519002,United Kingdom,-0.25,0.45
85,911532072480776192,  will definitely pay the price for this betrayal of the Brexit electorate,38027424,United Kingdom,0.0,0.5
86,911532075991347200,RT  So when do we start negotiating the details of what No Deal actually means brexit,457065044,United Kingdom,0.0,0.1
87,911532076217839616,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,844041986009059329,Unknown,0.5,0.6
88,911532077882908672,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,832082137285226496,Unknown,0.5,0.6
89,911532079166427136,RT  I hate the things May is saying to our European friends about how weve never felt at home in the EU Dont believe her Br,1267602506,Unknown,-0.4,0.45
90,911532078851923968,RT   MP Kate Hoey on a Russian statebacked propaganda channel to accuse the BBC of bias ,783275104268681216,Unknown,-0.05,0.05
91,911532080638709760,RT  Pensierino del mattino ma come la brexit non era il sol dellavvenire Per intanto la rimandiamo e i caciaroni r,726532080100872193,Unknown,0.0,0.0
92,911532083633430533, This was caught on camera by Sea Shepherd 2015This is very real and will happen any dayOpKillingBay EU,49299593,Unknown,0.26,0.39000000000000007
93,911532089740206080,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,883204660974067712,Unknown,0.5,0.6
94,911532090000314370,RT  The  reports Number 10 invited European politicians of rank to Mays Florence speech but they all declined ,749035609092681728,United Kingdom,-0.4,0.45
95,911532091648741376,RT  Aquest vdeo cal viralitzarlo Empoderament elevat al cub VOTAREM Libre referendum 1O ,1492252518,European Union,0.0,0.0
96,911532094400208896,RT journal From Brexit to Kim Jongun Find indepth analysis and opinion on international relations and global trends ,848639270525046789,United States,0.0,0.0
97,911532100431630337,RT  UKs perfect credit rating now dead Brexit creates extra costs budget deficits hurts firms amp supply chains EU http,2510132311,United Kingdom,0.26666666666666666,0.5
98,911532102423851009,RT  My feelings well expressed  ,584721458,United Kingdom,0.0,0.0
99,911532107364732928,RT  The latest The Socialist Way  Thanks to    brexit books,56978179,United Kingdom,0.35,0.55
100,911532109134794752,Theresa May finally managed to unite the countryagainst her florencespeech Brexit,848140509705113600,United Kingdom,0.0,1.0
101,911532110078464001,TheresaMay tries to reboot Brexit,38343411,United States,-0.1,0.4
102,911532115002617856,RT  Theresa May is wrong RT if you agree florencespeech Remain ,20380990,United Kingdom,-0.5,0.9
103,911532116680331264,RT  Speak for yourself ,112140463,United States,0.0,0.0
104,911532117439533056,RT  Even Greeces economy is now growing faster than the UK via BIUKBrexit Economy UKIP StopBrexit,3147339230,Unknown,0.0,0.0
105,911532119171698688,RT  Council of Europe discussed UK breach in Human Rights this week played a big role in independence of Ireland ,2559195345,United Kingdom,0.0,0.1
106,911532123349245952,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,866520078598021120,Unknown,0.5,0.6
107,911532129338773505,RT  How far is the Spanish state prepared to go to prevent Catalonias referendum  from ,887629098281054208,European Union,0.05,0.5
108,911532135604989953,RT  The  reports Number 10 invited European politicians of rank to Mays Florence speech but they all declined ,59398330,United Kingdom,-0.4,0.45
109,911532135772590080,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,889741906573381633,Unknown,0.5,0.6
110,911532136712278016,RT  Fck the EUFck Brexit  Fck U Theresa May Fck the Traitors in parliamentFck the whole  Fcking Lot amp I don ,891059384,Unknown,0.2,0.4
111,911532138557771776,RT  Who are the we of whom may speaks 62 of voters in Scotland voted Remain in EUref 74 in Edinburgh ,2924280006,Unknown,0.0,0.0
112,911532138624950272,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,882866239135023105,Unknown,0.5,0.6
113,911532139375599616,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,862554250345275392,Unknown,0.5,0.6
114,911532141586116608,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,882502752101740544,Unknown,0.5,0.6
115,911532142617878528,RT  This is their evil and yes genocidal plan the extinction of the European peoplesWake upVOTE AFDbtw17 ,2971182161,Unknown,-0.5,0.5
116,911532144144584704,RT  Shes not got a clue  Brexit is by far the worst needless self inflicted disaster in UK history Pathetic  ,41635107,Unknown,-0.6,1.0
117,911532144597532672,RT  Join the StopBrexitMarch in Brighton on Sunday 24th September 2017Brexit StopBrexit ,3147339230,Unknown,0.0,0.0
118,911532144731787264,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,889735198018945024,Unknown,0.5,0.6
119,911532159718055936,RT   ReesMogg Theresa the Appeaser needs to go  Brexit,82124296,United States,0.0,0.0
120,911532159491559424,Or is it TheresaMay never intended 2 leave EU amp therefore purposely damaged UK Economy so badly it would B impo ,4843970686,Unknown,-0.6999999999999998,0.6666666666666666
121,911532168739991552,RT   wants clarification on EU citizens rights exit bill and Irish border  Brexit,860371888572420096,United States,0.1,0.05
122,911532172871430145,Tourists measured in visitor nights across EU Alpine region very popular Source  ,359188534,Australia,0.78,1.0
123,911532177887825920,RT  Speak for yourself May millions of us feel at home in the EU Its the extremists on the leftright who dont Brexit,359954374,Unknown,0.0,0.0
124,911532178416259073,We know shes clueless and as a closet remoaner she can never do the justice on brexit remove this woman b4 she w ,2573809598,Unknown,0.0,0.0
125,911532179863277568,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,881030324532137984,Unknown,0.5,0.6
126,911532184841932801,RT  Lot of anger about BrexitBetrayalTory MPs need to listenThey need to remove the PM amp elect a LEAVE PM who will deli,900629455525335040,United Kingdom,0.050000000000000044,0.55
127,911532183919190017,Looks like UKIP are prepared for a second EU referendum ,342799391,United Kingdom,0.0,0.0
128,911532188017086466,RT  Brexit TheresaMay says she wants EU to succeed so will she now sack any minister who trots out antiEU claptrap h,966442706,Unknown,0.2,0.1
129,911532189497663488,RT  Can someone let May know that the world is aware that the majority in the UK now no longer want Brexit If they ever did D,35472161,United Kingdom,0.25,0.25
130,911532194736287744,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,831365040292769792,Unknown,0.5,0.6
131,911532203221377026,RT  If Brexit doesnt happen the vote is null and void Just as the elites wanted  We can win 17 million voters to UKIP if t,877523968013553664,Unknown,0.8,0.4
132,911532203871539201,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,821243439727538176,Unknown,0.5,0.6
133,911532205792546816,RT  BBC 300K bung from EU Brexit Remoaners PeoplesMarch4EU ,3404578630,United Kingdom,0.0,0.0
134,911532210905391104, Staying silent on what MargaretThatcher would do Brexit Deal    ,353092925,United Kingdom,0.0,0.1
135,911532218182504448,RT  EU Muslims have high trust in democratic institutions despite experiencing widespread discrimination inclusiveEU ,408737254,Pakistan,0.16,0.5399999999999999
136,911532222196469760,RT  Speak for yourself May millions of us feel at home in the EU Its the extremists on the leftright who dont Brexit,213059556,European Union,0.0,0.0
137,911532226784972800,RT  The  reports Number 10 invited European politicians of rank to Mays Florence speech but they all declined ,1904347514,European Union,-0.4,0.45
138,911532230769602560,RT  Theresa May is wrong RT if you agree florencespeech Remain ,173836724,United Kingdom,-0.5,0.9
139,911532232724148225,  The eyes of the world upon us Delusional We look now at Berlin and Pyongyang Brexit is put aside as marginal oddity,166992952,European Union,0.0,0.0
140,911532233428631552,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,844787678402920449,Unknown,0.5,0.6
141,911532234070544384,RT  Brexit  When should the UK leave Please vote and RT ,339665448,Unknown,0.0,0.0
142,911532233932099585,Dresdner lager produced in France brexit EU Bought in England Viva  Europe ,7797042,United Kingdom,0.0,0.0
143,911532234636693504,RT  Trump states EU migration policy is a disaster amp Merkel is the prime Culprit ,1274070692,United States,0.0,0.0
144,911532242702348294, ,2510990164,United Kingdom,0.0,0.0
145,911532244472352768,RT UKIPNFKN Join the StopBrexitMarch in Brighton on Sunday 24th September 2017Brexit StopBrexit ,780840449963532288,United States,0.0,0.0
146,911532248335372288,RT  De EU is het Vierde Rijk van de NazisJesuit EU Nazi 4threich ,2375195160,Unknown,0.0,0.0
147,911532247811002369,IF we are still subject to the ,,Unknown,-0.16666666666666666,0.3333333333333333
#Brexit https://t.co/HbGyCXKA1Y,2762592056,United Kingdom,,Unknown,0.0,0.0
148,911532253397880833,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,882842590231502849,Unknown,0.5,0.6
149,911532256472289280,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,883284429535199234,Unknown,0.5,0.6
150,911532258309365760,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,864768272079634433,Unknown,0.5,0.6
151,911532261522247681,RT UKIPNFKN Video Brexit is reversible says author of Brexit treatyBrexit StopBrexit Article50,780840449963532288,United States,0.0,0.0
152,911532275837304833,RT  The Vacant Seat Number 666 in the European ParliamentBabel Babylon EU Europa ,2375195160,Unknown,0.0,0.0
153,911532277666074624,RT  Did the UK vote for a transition period for Brexit UKIP leader Nigel Farage reacts to PMs florencespeech ,2962791503,United Kingdom,0.0,0.0
154,911532278270046208,Tory councillor who called Sturgeon a drooling hag is struck off indyref2 ,426005808,United Kingdom,0.0,0.0
155,911532280451145729,RT  Navigating complex Brexit policy    spotlightkings ,896455700049690624,United Kingdom,-0.3,0.4
156,911532283617775616,RT  Brexit Barnier doesnt want a deal Farage demands May quits NOW to stop wasting YEARS ,796522592,Unknown,0.0,0.0
157,911532283601047552,RT  If you think that the British people wont march on parliament Mrs May you are wrong we willyou are tactically stalling ,707546304784769024,United Kingdom,-0.25,0.45
158,911532285807165441,Spain politics  Rajoy takes over the Catalan police force  EU  euro ,253432854,European Union,0.0,0.0
159,911532286654451713,RT  The  reports Number 10 invited European politicians of rank to Mays Florence speech but they all declined ,131574536,Unknown,-0.4,0.45
160,911532290282418177,RT UKIPNFKN Video Brexit is reversible says author of Brexit treatyBrexit StopBrexit Article50,780840449963532288,United States,0.0,0.0
161,911532290680938497,This woman is a agent of Koreaun cedaw eu nato asean g7 g20 ap reuters nyt nyc wsj lat foxnews ca ,717717142217445377,Japan,0.0,0.0
162,911532291784134656,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,884360459582816257,Unknown,0.5,0.6
163,911532291784151040,This will make no discernable difference credit markets already price UK debt for Brexit ,20064180,United Kingdom,0.0,0.0
164,911532292702695426,RT  This is why we must start the fight back at every level It will grow and become unstoppable I intend  to make som ,4252846115,United Kingdom,0.0,0.0
165,911532293289762817,RT  All these online epetitions it gives the illusion of democracy The politicians just laugh at them Brexit ,831393439593816065,United States,0.3,0.1
166,911532295638671360,RT  Speak for yourself May millions of us feel at home in the EU Its the extremists on the leftright who dont Brexit,540771222,United Kingdom,0.0,0.0
167,911532296167096320,  HMG wants access to core of EUsingle market amp has not said where the tradeoffs ar ,803911917161054208,European Union,0.2,0.1
168,911532300893954053,Since 1996customers of UK and EU travel companies have slaughtered nearly 4000 African elephants OpFunKill ,2874094245,Unknown,0.05,0.2
169,911532302097879040,RT   We never felt at home in the European Union Brexit WeWe ,235172191,Unknown,0.0,0.0
170,911532302177509376,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,882079841427701760,Unknown,0.5,0.6
171,911532305000337409,RT  Bride interrupts her own wedding ceremony to join Brexit protest at Leeds Town Hall from   ,399521244,Unknown,0.6,1.0
172,911532309739950080,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,882557581197049857,Unknown,0.5,0.6
173,911532313925865472,Why should we strive to make the best of brexit It certainly wasnt our idea ,1032058076,European Union,0.6071428571428571,0.4357142857142857
174,911532315116945408,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,888716341519056899,Unknown,0.5,0.6
175,911532318103363584,RT  The  reports Number 10 invited European politicians of rank to Mays Florence speech but they all declined ,2182905491,Atlantic Ocean,-0.4,0.45
176,911532323228798976,RT      You dont get it do you Everybody resident in Scotland  an in ,880874466393411585,United Kingdom,0.0,0.0
177,911532325057462272,brexit at London Kings X Eurostar amp I now have to go through UK border control amp French border control Big queues Welcome to the future,10063382,European Union,0.2,0.28125
178,911532326668181504,RT  El ansia independentista d los catalanes es fruto de un adoctrinamiento perfectamente orquestado por CIU durante m ,2895199977,Unknown,0.0,0.0
179,911532328975044609,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,832081996016803840,Unknown,0.5,0.6
180,911532329310543873,I see Humans But no Humanity FaroeIslandsOpKillingBay EU ,49299593,Unknown,0.0,0.0
181,911532329599946753,Britons in EU tell May Dont throw us under Brexit bus  The Guardian  Brexit,2805871670,United Kingdom,0.0,0.0
182,911532332489854976,RT   Dear EU when May said we had never felt at home in the EU she was speaking solely for herself and her loon,3437695749,United Kingdom,0.0,0.0
183,911532343915155457,RT  Anyone remember me wasnt it a great idea to allow the morons of this country a vote on brexit ,3293897116,United Kingdom,0.0,0.875
184,911532344057778177,Despite repeating claim no deal is better than a bad deal you can be sure gov will have no plan if this becomes a reality Brexit sameold,255508277,United Kingdom,0.10000000000000005,0.6851851851851851
185,911532344271671297,FAZ Brexit Moodys senkt Bonittsnote fr Grobritannien Mit der Weltwhrung Pfund im Rcken kein Problem Hust,773940,European Union,0.0,0.0
186,911532347203473408,Brexit ,771401308448362496,United Kingdom,0.0,0.0
187,911532349334196225,RT  La dette britannique dgrade de Aa1  Aa2 par Moodys qui pronostique lrosion probable de lconomie Quel succs ce B,55193168,European Union,0.0,0.0
188,911532353977307136,Should it not truly disturb Remainers that we are stuggling to leave the undemocratic EU after our democratic vote Brexit Trapped,456670407,United Kingdom,-0.2,0.0
189,911532357026447360,RT  The  reports Number 10 invited European politicians of rank to Mays Florence speech but they all declined ,14331293,Canada,-0.4,0.45
190,911532357517180928,  You Brexiteers dont have a coherent strategy to achieve BrexitThats a key rea ,852389079975165953,United Kingdom,0.25,0.85
191,911532358511316992,RT  Tax for the many not the few Anas Sarwar admits previous shareholding in tax haven firm  indyre,494049473,Unknown,-0.01666666666666667,0.29166666666666663
192,911532361661247488,RT  If you think that the British people wont march on parliament Mrs May you are wrong we willyou are tactically stalling ,577352005,United Kingdom,-0.25,0.45
193,911532363116670983,RT  Brexiters  Dont blame the EU Blame yourself You voted for itBrexit,888347011703025664,Unknown,0.0,0.0
194,911532365893263360,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,862582236188622850,Unknown,0.5,0.6
195,911532366673391616,RT nobes Im tired of being spoken for by a PM I dont support by a party I will never vote for on a brexit I will never suppor,707546304784769024,United Kingdom,-0.4,0.7
196,911532366715383808,RT  Explained KRGs expectation from intl community ampneighbors amp need for serious dialogue post Referendum in interv ,2956261891,Iraq,-0.3333333333333333,0.6666666666666666
197,911532367101259776,FIGHTS LOSER LEAVE 2 FIGHTS THATD MAKE THE LOSER LEAVE TOWN 2 BREAKS LEG  ,717551222505488386,Unknown,0.0,0.0
198,911532368313421824,RT  Express Heat map of EXIT EU NOW leave Petition Leave We voted to LEAVE the EU RT RT RT ,139659661,United Kingdom,0.0,0.0
199,911532369248694279,People face up to 2 years in prison if they fail to report sightings of  whales and dolphins to the Faroese authorities OpKillingBay EU,49299593,Unknown,-0.5,0.29999999999999993
200,911532370825809920,RT  Any deal with Islamists terrorists in Tehran is illegalIf EU politicians love islamists invite them to Europe Iran i,831392902139961345,Unknown,0.5,0.6
